FALSE,FALSE,FALSE,FALSE,29.08.2020,108 990,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.","50,00 л.","22,80 грн. ","21,83 л.","11,20 грн. ","173,76 л.","627,18 л.",,"1 140,00 грн. ","4 202,22 грн. ","244,50 грн. ","6 960,05 грн. ","1 384,50 грн. ",908,,
FALSE,FALSE,FALSE,FALSE,12.09.2020,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"28,75 л.","11,20 грн. ","173,76 л.","655,93 л.",,"0,00 грн. ","4 202,22 грн. ","322,00 грн. ","7 282,05 грн. ","322,00 грн. ",-108 990,,
FALSE,FALSE,FALSE,FALSE,24.10.2020,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"150,00 л.","10,66 грн. ","173,76 л.","805,93 л.",,"0,00 грн. ","4 202,22 грн. ","1 599,00 грн. ","8 881,05 грн. ","1 599,00 грн. ",0,,
FALSE,FALSE,FALSE,FALSE,07.11.2020,111 915,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.","55,92 л.","22,59 грн. ","18,49 л.","11,20 грн. ","229,68 л.","824,42 л.",,"1 263,23 грн. ","5 465,46 грн. ","207,09 грн. ","9 088,14 грн. ","1 470,32 грн. ",111 915,,
FALSE,FALSE,FALSE,FALSE,07.11.2020,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"24,65 л.","11,30 грн. ","229,68 л.","849,07 л.",,"0,00 грн. ","5 465,46 грн. ","278,55 грн. ","9 366,68 грн. ","278,55 грн. ",-111 915,,
FALSE,FALSE,FALSE,FALSE,08.11.2020,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"28,41 л.","11,30 грн. ","229,68 л.","877,48 л.",,"0,00 грн. ","5 465,46 грн. ","321,03 грн. ","9 687,71 грн. ","321,03 грн. ",0,,
FALSE,FALSE,FALSE,FALSE,12.11.2020,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"22,17 л.","11,74 грн. ","229,68 л.","899,65 л.",,"0,00 грн. ","5 465,46 грн. ","260,28 грн. ","9 947,99 грн. ","260,28 грн. ",0,,
FALSE,FALSE,FALSE,FALSE,20.11.2020,113 684,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"31,02 л.","11,74 грн. ","229,68 л.","930,67 л.",,"0,00 грн. ","5 465,46 грн. ","364,17 грн. ","10 312,16 грн. ","364,17 грн. ",113 684,,
FALSE,FALSE,FALSE,FALSE,03.12.2020,113 958,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"31,27 л.","11,74 грн. ","229,68 л.","961,94 л.",,"0,00 грн. ","5 465,46 грн. ","367,11 грн. ","10 679,27 грн. ","367,11 грн. ",274,,
FALSE,FALSE,FALSE,FALSE,11.12.2020,114 275,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,97 л.","11,74 грн. ","229,68 л.","995,91 л.",,"0,00 грн. ","5 465,46 грн. ","398,81 грн. ","11 078,08 грн. ","398,81 грн. ",317,,
FALSE,FALSE,FALSE,FALSE,27.12.2020,114 563,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"35,00 л.","11,74 грн. ","229,68 л.","1030,91 л.",,"0,00 грн. ","5 465,46 грн. ","410,90 грн. ","11 488,98 грн. ","410,90 грн. ",288,,
FALSE,FALSE,FALSE,FALSE,29.12.2020,114 639,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.","52,33 л.","22,99 грн. ",,,"282,01 л.","1030,91 л.",,"1 203,07 грн. ","6 668,52 грн. ","0,00 грн. ","11 488,98 грн. ","1 203,07 грн. ",76,,
FALSE,FALSE,FALSE,FALSE,03.01.2021,114 799,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"29,63 л.","11,74 грн. ","282,01 л.","1060,54 л.",,"0,00 грн. ","6 668,52 грн. ","347,86 грн. ","11 836,84 грн. ","347,86 грн. ",160,,
FALSE,FALSE,FALSE,FALSE,20.01.2021,115 049,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,77 л.","12,10 грн. ","282,01 л.","1094,31 л.",,"0,00 грн. ","6 668,52 грн. ","408,62 грн. ","12 245,45 грн. ","408,62 грн. ",250,,
FALSE,FALSE,FALSE,FALSE,30.01.2021,115 303,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,30 л.","11,99 грн. ","282,01 л.","1127,61 л.",,"0,00 грн. ","6 668,52 грн. ","399,27 грн. ","12 644,72 грн. ","399,27 грн. ",254,,
FALSE,FALSE,FALSE,FALSE,09.02.2021,115 530,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"34,74 л.","13,90 грн. ","282,01 л.","1162,35 л.",,"0,00 грн. ","6 668,52 грн. ","482,89 грн. ","13 127,61 грн. ","482,89 грн. ",227,,
FALSE,FALSE,FALSE,FALSE,21.02.2021,115 811,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,28 л.","13,99 грн. ","282,01 л.","1195,63 л.",,"0,00 грн. ","6 668,52 грн. ","465,59 грн. ","13 593,20 грн. ","465,59 грн. ",281,,
FALSE,FALSE,FALSE,FALSE,04.03.2021,116 030,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.","36,40 л.","26,99 грн. ","32,66 л.","14,19 грн. ","318,41 л.","1228,29 л.",,"982,44 грн. ","7 650,96 грн. ","463,45 грн. ","14 056,64 грн. ","1 445,88 грн. ",219,,
FALSE,FALSE,FALSE,FALSE,13.03.2021,116 232,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"24,27 л.","14,29 грн. ","318,41 л.","1252,56 л.",,"0,00 грн. ","7 650,96 грн. ","346,82 грн. ","14 403,46 грн. ","346,82 грн. ",202,,
FALSE,FALSE,FALSE,FALSE,13.03.2021,116 564,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"28,55 л.","15,98 грн. ","318,41 л.","1281,11 л.",,"0,00 грн. ","7 650,96 грн. ","456,23 грн. ","14 859,69 грн. ","456,23 грн. ",332,,
FALSE,FALSE,FALSE,FALSE,17.03.2021,116 891,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"32,90 л.","15,98 грн. ","318,41 л.","1314,01 л.",,"0,00 грн. ","7 650,96 грн. ","525,74 грн. ","15 385,43 грн. ","525,74 грн. ",327,,
FALSE,FALSE,FALSE,FALSE,20.03.2021,117 068,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"16,63 л.","16,48 грн. ","318,41 л.","1330,64 л.",,"0,00 грн. ","7 650,96 грн. ","274,06 грн. ","15 659,49 грн. ","274,06 грн. ",177,,
FALSE,FALSE,FALSE,FALSE,20.03.2021,117 261,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"19,32 л.","16,48 грн. ","318,41 л.","1349,96 л.",,"0,00 грн. ","7 650,96 грн. ","318,39 грн. ","15 977,89 грн. ","318,39 грн. ",193,,
FALSE,FALSE,FALSE,FALSE,22.03.2021,117 622,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"32,83 л.","15,20 грн. ","318,41 л.","1382,79 л.",,"0,00 грн. ","7 650,96 грн. ","499,02 грн. ","16 476,90 грн. ","499,02 грн. ",361,,
FALSE,FALSE,FALSE,FALSE,31.03.2021,117 905,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.","30,21 л.","26,09 грн. ","34,94 л.","14,79 грн. ","348,62 л.","1417,73 л.",,"788,18 грн. ","8 439,14 грн. ","516,76 грн. ","16 993,66 грн. ","1 304,94 грн. ",283,,
FALSE,FALSE,FALSE,FALSE,10.04.2021,118 128,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"27,04 л.","14,79 грн. ","348,62 л.","1444,77 л.",,"0,00 грн. ","8 439,14 грн. ","399,92 грн. ","17 393,59 грн. ","399,92 грн. ",223,,
FALSE,FALSE,FALSE,FALSE,15.04.2021,118 439,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"34,62 л.","14,79 грн. ","348,62 л.","1479,39 л.",,"0,00 грн. ","8 439,14 грн. ","512,03 грн. ","17 905,62 грн. ","512,03 грн. ",311,,
FALSE,FALSE,FALSE,FALSE,28.04.2021,118 712,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"34,62 л.","14,79 грн. ","348,62 л.","1514,01 л.",,"0,00 грн. ","8 439,14 грн. ","512,03 грн. ","18 417,65 грн. ","512,03 грн. ",273,,
FALSE,FALSE,FALSE,FALSE,03.05.2021,119 009,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,38 л.","14,79 грн. ","348,62 л.","1547,39 л.",,"0,00 грн. ","8 439,14 грн. ","493,69 грн. ","18 911,34 грн. ","493,69 грн. ",297,,
FALSE,FALSE,FALSE,FALSE,15.05.2021,119 270,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.","20,00 л.","27,49 грн. ","33,92 л.","14,79 грн. ","368,62 л.","1581,31 л.",,"549,80 грн. ","8 988,94 грн. ","501,68 грн. ","19 413,01 грн. ","1 051,48 грн. ",261,,
FALSE,FALSE,FALSE,FALSE,26.05.2021,119 530,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"35,10 л.","15,14 грн. ","368,62 л.","1616,41 л.",,"0,00 грн. ","8 988,94 грн. ","531,41 грн. ","19 944,43 грн. ","531,41 грн. ",260,,
FALSE,FALSE,FALSE,FALSE,11.06.2021,119 768,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"34,48 л.","15,14 грн. ","368,62 л.","1650,89 л.",,"0,00 грн. ","8 988,94 грн. ","522,03 грн. ","20 466,45 грн. ","522,03 грн. ",238,,
FALSE,FALSE,FALSE,FALSE,27.06.2021,120 014,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,49 л.","14,24 грн. ","368,62 л.","1684,38 л.",,"0,00 грн. ","8 988,94 грн. ","476,90 грн. ","20 943,35 грн. ","476,90 грн. ",246,,
FALSE,FALSE,FALSE,FALSE,16.07.2021,120 285,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"34,48 л.","14,74 грн. ","368,62 л.","1718,86 л.",,"0,00 грн. ","8 988,94 грн. ","508,24 грн. ","21 451,59 грн. ","508,24 грн. ",271,,
FALSE,FALSE,FALSE,FALSE,26.07.2021,120 644,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"39,43 л.","15,68 грн. ","368,62 л.","1758,29 л.",,"0,00 грн. ","8 988,94 грн. ","618,26 грн. ","22 069,85 грн. ","618,26 грн. ",359,,
FALSE,FALSE,FALSE,FALSE,25.08.2021,120 885,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,97 л.","16,44 грн. ","368,62 л.","1792,26 л.",,"0,00 грн. ","8 988,94 грн. ","558,47 грн. ","22 628,32 грн. ","558,47 грн. ",241,,
FALSE,FALSE,FALSE,FALSE,04.09.2021,121 145,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"35,36 л.","16,34 грн. ","368,62 л.","1827,62 л.",,"0,00 грн. ","8 988,94 грн. ","577,78 грн. ","23 206,10 грн. ","577,78 грн. ",260,,
FALSE,FALSE,FALSE,FALSE,04.09.2021,121 513,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"31,69 л.","17,40 грн. ","368,62 л.","1859,31 л.",,"0,00 грн. ","8 988,94 грн. ","551,41 грн. ","23 757,50 грн. ","551,41 грн. ",368,,
FALSE,FALSE,FALSE,FALSE,05.09.2021,121 824,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"31,07 л.","13,42 грн. ","368,62 л.","1890,38 л.",,"0,00 грн. ","8 988,94 грн. ","416,96 грн. ","24 174,46 грн. ","416,96 грн. ",311,,
FALSE,FALSE,FALSE,FALSE,11.09.2021,122 080,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"31,41 л.","17,98 грн. ","368,62 л.","1921,79 л.",,"0,00 грн. ","8 988,94 грн. ","564,75 грн. ","24 739,22 грн. ","564,75 грн. ",256,,
FALSE,FALSE,FALSE,FALSE,11.09.2021,122 358,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"25,67 л.","17,79 грн. ","368,62 л.","1947,46 л.",,"0,00 грн. ","8 988,94 грн. ","456,67 грн. ","25 195,88 грн. ","456,67 грн. ",278,,
FALSE,FALSE,FALSE,FALSE,12.09.2021,122 709,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.","54,28 л.","30,94 грн. ","31,00 л.","17,98 грн. ","422,90 л.","1978,46 л.",,"1 679,42 грн. ","10 668,36 грн. ","557,38 грн. ","25 753,26 грн. ","2 236,80 грн. ",351,,
FALSE,FALSE,FALSE,FALSE,12.09.2021,123 025,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"31,82 л.","17,99 грн. ","422,90 л.","2010,28 л.",,"0,00 грн. ","10 668,36 грн. ","572,44 грн. ","26 325,71 грн. ","572,44 грн. ",316,,
FALSE,FALSE,FALSE,FALSE,02.10.2021,123 309,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"35,02 л.","16,74 грн. ","422,90 л.","2045,30 л.",,"0,00 грн. ","10 668,36 грн. ","586,23 грн. ","26 911,94 грн. ","586,23 грн. ",284,,
FALSE,FALSE,FALSE,FALSE,14.10.2021,123 568,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"32,53 л.","18,98 грн. ","422,90 л.","2077,83 л.",,"0,00 грн. ","10 668,36 грн. ","617,42 грн. ","27 529,36 грн. ","617,42 грн. ",259,,
FALSE,FALSE,FALSE,FALSE,19.10.2021,123 849,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"32,43 л.","17,24 грн. ","422,90 л.","2110,26 л.",,"0,00 грн. ","10 668,36 грн. ","559,09 грн. ","28 088,45 грн. ","559,09 грн. ",281,,
FALSE,FALSE,FALSE,FALSE,20.10.2021,124 162,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"25,79 л.","18,99 грн. ","422,90 л.","2136,05 л.",,"0,00 грн. ","10 668,36 грн. ","489,75 грн. ","28 578,21 грн. ","489,75 грн. ",313,,
FALSE,FALSE,FALSE,FALSE,20.10.2021,124 500,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"28,93 л.","18,99 грн. ","422,90 л.","2164,98 л.",,"0,00 грн. ","10 668,36 грн. ","549,38 грн. ","29 127,59 грн. ","549,38 грн. ",338,,
FALSE,FALSE,FALSE,FALSE,24.10.2021,124 857,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"33,60 л.","18,98 грн. ","422,90 л.","2198,58 л.",,"0,00 грн. ","10 668,36 грн. ","637,73 грн. ","29 765,31 грн. ","637,73 грн. ",357,,
FALSE,FALSE,FALSE,FALSE,27.10.2021,125 207,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"30,61 л.","18,99 грн. ","422,90 л.","2229,19 л.",,"0,00 грн. ","10 668,36 грн. ","581,28 грн. ","30 346,60 грн. ","581,28 грн. ",350,,
FALSE,FALSE,FALSE,FALSE,29.10.2021,125 453,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"21,60 л.","18,98 грн. ","422,90 л.","2250,79 л.",,"0,00 грн. ","10 668,36 грн. ","409,97 грн. ","30 756,57 грн. ","409,97 грн. ",246,,
FALSE,FALSE,FALSE,FALSE,06.11.2021,125 802,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"34,67 л.","18,85 грн. ","422,90 л.","2285,46 л.",,"0,00 грн. ","10 668,36 грн. ","653,53 грн. ","31 410,10 грн. ","653,53 грн. ",349,,
FALSE,FALSE,FALSE,FALSE,24.11.2021,126 032,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00 л.","0,00 л.","0,00 л.","0,00","0,00 л.",,,"34,93 л.","19,65 грн. ","422,90 л.","2320,39 л.",,"0,00 грн. ","10 668,36 грн. ","686,37 грн. ","32 096,47 грн. ","686,37 грн. ",230,,
